,STL Sort,Radix Sort(Base 10),Radix Sort(Base 2^16),Shell Sort,Heap Sort,Merge Sort,Quick Sort(Three Way),Quick Sort(Randomized),Quick Sort(Simple)
927000,194043,75030,29008,347091,328087,255062,122029,132029,118039
928000,193043,75011,30006,394088,328079,234052,123033,136693,119026
929000,194042,75018,29020,323085,328079,233052,124034,134030,119026
930000,195043,76028,29006,345077,330074,236053,125026,134027,119025
931000,195057,76029,28935,338951,332073,235053,125027,135030,120026
932000,195042,76018,28005,366081,334073,256057,124027,133029,122026
933000,194043,75015,28005,338076,331073,235051,126027,135029,119026
934000,195043,76017,29006,378084,332074,235054,125027,137043,120026
935000,194043,76017,29012,361086,329073,234052,124027,134043,122029
936000,196043,76016,29006,412356,333088,235058,125027,133029,119026
937000,195043,76018,29007,410092,332086,238991,125027,133029,119026
938000,196044,76024,29006,382072,334074,238052,126027,136029,123027
939000,195041,76017,29007,338090,338088,236052,126028,137030,121027
940000,196044,77023,29006,415091,333080,237052,124027,135030,120041
941000,195043,76022,30018,361072,329086,278068,126028,136043,122033
942000,196043,76016,29006,348071,339075,237051,127027,137030,122026
943000,198044,76018,29007,366080,340076,241053,127036,136041,121026
944000,199044,77019,29007,372082,338075,237054,126027,136029,121026
945000,197043,77017,30007,352078,338075,240051,127028,136030,122027
946000,200058,77023,30012,413098,337088,271059,126034,137934,123040
947000,197043,76016,29005,347090,337087,241056,127028,136040,123027
948000,198044,77018,29019,371076,393088,240169,130028,137022,122025
949000,199044,78018,29019,346273,347090,242054,126041,138043,121033
950000,199044,78017,29006,334075,339075,241053,128028,139031,122027
951000,198044,77009,30006,406105,349069,241054,128027,137030,123026
952000,198044,77017,29007,363080,340075,242570,128036,137307,122026
953000,198044,77017,29005,349077,338075,240053,128027,138029,122027
954000,200044,78017,30006,356079,340089,241065,128041,140037,122027
955000,201044,78017,30006,356080,342082,242060,135043,139030,123033
956000,200044,78030,30007,370082,341076,243067,128028,138031,125041
957000,200044,78017,30020,353091,341082,244053,128040,139030,123040
958000,200044,78004,30006,344075,342076,241054,128028,139031,124027
959000,201045,74015,30007,345076,342075,241054,128027,137030,123027
960000,202044,77016,29006,369082,353078,245054,128027,137030,124026
961000,202045,77017,29005,337075,343076,244054,128041,139016,122027
962000,202044,78017,30007,339088,346091,245054,128029,139030,123027
963000,201045,79017,30006,354065,343076,243051,129027,139031,123026
964000,204045,78017,30008,392088,346077,244055,129027,138046,124024
965000,203045,76017,30008,342590,342075,245055,129027,138029,123026
966000,203045,79017,31006,351078,345076,243054,130035,139030,125027
967000,202060,77522,30006,384086,347077,244054,130029,139030,124027
968000,201045,78016,30006,364080,348077,248054,129028,139030,126027
969000,203045,78014,30006,355081,345075,245054,129028,140031,127027
970000,203045,78016,30006,413107,342075,246085,130028,141031,124027
971000,202044,78017,30007,349078,349077,248055,130042,141032,126041
972000,203045,79023,30006,351065,348077,244054,129028,140030,123026
973000,202045,78017,31005,346076,347076,247056,130028,139030,124026
974000,203045,78017,30006,375083,362079,248056,130029,139030,124026
975000,203045,78017,31007,359079,351077,246056,130028,140030,125027
976000,204045,80017,30006,375085,349076,246054,130028,142030,124027
977000,203045,79017,30006,373084,342096,269054,130041,141024,127008
978000,205045,79017,31007,355078,351077,282062,130028,140030,125027
979000,205557,79534,31019,388086,351263,250055,143046,142023,125015
980000,206046,80017,31006,358079,354078,247054,131028,139030,126028
981000,207046,80017,31006,386086,353078,262071,142031,141031,126034
982000,208046,80030,30006,357086,353078,276150,131029,142619,127028
983000,207046,80005,30006,374083,353079,248055,131028,141032,126027
984000,207045,80018,31007,520116,353078,249055,133028,140031,126028
985000,207045,77017,31008,388086,356080,249055,132029,141023,126027
986000,206045,79017,31006,399088,354078,249057,132028,143031,127028
987000,206046,81018,30006,375083,355079,252566,130027,142031,128027
988000,207539,81017,32006,361079,357093,293070,132042,142018,126028
989000,209047,80018,30006,364080,356078,251056,132028,143031,127028
990000,209046,81018,30006,374083,357079,249057,132028,143031,126027
991000,207045,80019,31007,365080,358079,251056,133028,141030,127027
992000,208046,81018,31006,387085,358080,251056,131028,142031,127027
993000,207045,80017,32008,351078,353078,270061,133029,142031,128027
994000,207045,80018,30005,385085,387099,256056,146038,145019,129028
995000,211052,80038,31026,368082,356100,255076,154053,144032,129029
996000,209053,81018,31025,364100,350099,278062,147047,146031,129028
997000,210046,81018,32007,376083,359080,251056,133028,142031,129029
998000,210046,81018,31006,383084,359079,252056,133028,154030,129025
999000,208045,80017,31005,373082,359080,254058,136030,143031,130028
1000000,212047,81017,31006,434096,361080,288064,133029,144032,131028
